chr   start   end   SDblocksIndexes
Hg38_Chr19  50315436  50320357 :  1399  
Hg38_Chr19  50321727  50328231 :  1400  
Hg38_Chr19  50329350  50345802 :  1401  
Hg38_Chr19  50346581  50391109 :  1402  
Hg38_Chr19  50397641  50415030 :  1403  
Hg38_Chr19  50418101  50435935 :  1404  
Hg38_Chr19  50500788  50504620 :  1405  
Hg38_Chr19  50517663  50543887 :  1406  
Hg38_Chr19  50546052  50551081 :  1407  
Hg38_Chr19  50552519  50567816 :  1408  
Hg38_Chr19  50569110  50598760 :  1409  
Hg38_Chr19  50599391  50604825 :  1410  
Hg38_Chr19  50621682  50658186 :  1411  
Hg38_Chr19  50660014  50667619 :  1412  
Hg38_Chr19  50668898  50678806 :  1413  
Hg38_Chr19  50680690  50694597 :  1414  
Hg38_Chr19  50695797  50718200 :  1415  
Hg38_Chr19  50720006  50745002 :  1416  
Hg38_Chr19  50745401  50747274 :  1417  
Hg38_Chr19  50767644  50776753 :  1418  
Hg38_Chr19  50777238  50784167 :  1419  
Hg38_Chr19  50784570  50787753 :  1420  
Hg38_Chr19  50820934  50839660 :  1421  
Hg38_Chr19  50880363  50894141 :  1422  1423  
Hg38_Chr19  50983017  51077668 :  1424  
Hg38_Chr19  51083487  51098319 :  1425  
Hg38_Chr19  51100530  51118359 :  1426  
Hg38_Chr19  51131303  51193168 :  1427  
Hg38_Chr19  51209061  51310962 :  1428  -214  1429  1430  1431  1432  
Hg38_Chr19  51311721  51376385 :  1433  
Hg38_Chr19  51376900  51432174 :  1434  1435  1436  
Hg38_Chr19  51445664  51495162 :  1437  1438  
Hg38_Chr19  51495480  51550494 :  1439  
Hg38_Chr19  51550530  51569178 :  1440  
Hg38_Chr19  51570806  51601377 :  1441  1442  
Hg38_Chr19  51619108  51638818 :  1443  
Hg38_Chr19  51640503  51666499 :  1444  
Hg38_Chr19  51676558  51689097 :  1445  
Hg38_Chr19  51689803  51705035 :  1446  1447  1448  
Hg38_Chr19  51712012  51725651 :  1449  
Hg38_Chr19  51749745  51758661 :  1450  
Hg38_Chr19  51758988  51773981 :  1451  
Hg38_Chr19  51776417  51806888 :  1452  
Hg38_Chr19  51811389  51928866 :  1453  1454  1455  
Hg38_Chr19  51930142  51952839 :  -197  1456  
Hg38_Chr19  51953655  51955674 :  1457  
Hg38_Chr19  51958350  52043141 :  1458  1459  1460  1461  
Hg38_Chr19  52044100  52054828 :  1462  
Hg38_Chr19  52064653  52208466 :  1463  1464  1465  1466  
Hg38_Chr19  52210474  52227289 :  1467  
Hg38_Chr19  52240763  52247661 :  1468  
Hg38_Chr19  52285795  52293280 :  1469  
Hg38_Chr19  52300832  52369052 :  1470  
Hg38_Chr19  52374116  52385166 :  1471  
Hg38_Chr19  52386171  52387475 :  1472  
Hg38_Chr19  52388491  52407679 :  1473  
Hg38_Chr19  52407716  52444516 :  1474  
Hg38_Chr19  52445381  52484874 :  1475  
Hg38_Chr19  52500914  52518355 :  1476  
Hg38_Chr19  52520103  52525886 :  1477  
Hg38_Chr19  52527024  52540483 :  1478  
Hg38_Chr19  52571628  52577689 :  1479  
Hg38_Chr19  52617448  52628365 :  1480  
Hg38_Chr19  52632809  52639175 :  1481  
Hg38_Chr19  52641568  52647139 :  1482  
Hg38_Chr19  52648208  52652882 :  1483  
Hg38_Chr19  52654609  52671987 :  1484  1485  
Hg38_Chr19  52674015  52676065 :  1486  
Hg38_Chr19  52687742  52688970 :  1487  
Hg38_Chr19  52733783  52740384 :  1488  
Hg38_Chr19  52740640  52753925 :  1489  
Hg38_Chr19  52768555  52773844 :  1490  
Hg38_Chr19  52820654  52832830 :  1491  
Hg38_Chr19  52834617  52838328 :  1492  
Hg38_Chr19  52846061  52852711 :  1493  
Hg38_Chr19  52889200  52891013 :  -150  
Hg38_Chr19  52916870  52918595 :  1494  
Hg38_Chr19  52936478  52943791 :  1495  1496  
Hg38_Chr19  52943985  52949679 :  1497  
Hg38_Chr19  52997549  53013105 :  1498  
Hg38_Chr19  53015320  53021288 :  1499  
Hg38_Chr19  53026474  53038599 :  1500  
Hg38_Chr19  53042029  53107310 :  1501  1502  1503  
Hg38_Chr19  53127877  53158829 :  1504  1505  
Hg38_Chr19  53159133  53167809 :  1506  
Hg38_Chr19  53179450  53181369 :  1507  
Hg38_Chr19  53212822  53214397 :  1508  
Hg38_Chr19  53215171  53222205 :  1509  
Hg38_Chr19  53223633  53224684 :  1510  
Hg38_Chr19  53230072  53269389 :  1511  1512  
Hg38_Chr19  53270769  53287452 :  1513  1514  
Hg38_Chr19  53302718  53329577 :  1515  
Hg38_Chr19  53330204  53332140 :  1516  
Hg38_Chr19  53337876  53338886 :  1517  
Hg38_Chr19  53350708  53356248 :  1518  
Hg38_Chr19  53360618  53369718 :  1519  
Hg38_Chr19  53385637  53396305 :  1520  
Hg38_Chr19  53427634  53429834 :  1521  
Hg38_Chr19  53483381  53487548 :  1522  
Hg38_Chr19  53489811  53499562 :  1523  
Hg38_Chr19  53515622  53545023 :  1524  
Hg38_Chr19  53550829  53555309 :  1525  
Hg38_Chr19  53560241  53568871 :  1526  
Hg38_Chr19  53613948  53618736 :  1527  
Hg38_Chr19  53647216  53648633 :  1528  
Hg38_Chr19  53651503  53657813 :  1529  
Hg38_Chr19  53669634  53674810 :  1530  
Hg38_Chr19  53677630  53680056 :  1531  
Hg38_Chr19  53681188  53682598 :  1532  
Hg38_Chr19  53683316  53685286 :  1533  
Hg38_Chr19  53738584  53747484 :  1534  
Hg38_Chr19  53777954  53783439 :  1535  
Hg38_Chr19  53840494  53842832 :  1536  
Hg38_Chr19  53870234  53877502 :  1537  
Hg38_Chr19  53878631  53883406 :  1538  
Hg38_Chr19  53883630  53901339 :  1539  
Hg38_Chr19  53909444  53920618 :  1540  
Hg38_Chr19  53937579  53953959 :  1541  
Hg38_Chr19  53963124  53982238 :  1542  
Hg38_Chr19  53983177  53988350 :  1543  
Hg38_Chr19  53993231  53998527 :  1544  
Hg38_Chr19  54008602  54029986 :  1545  
Hg38_Chr19  54034563  54052382 :  1546  
Hg38_Chr19  54062721  54077136 :  1547  
Hg38_Chr19  54106284  54119259 :  1548  
Hg38_Chr19  54135787  54167704 :  1549  1550  
Hg38_Chr19  54182024  54195615 :  1551  
Hg38_Chr19  54196195  54214284 :  1552  
Hg38_Chr19  54286577  54290165 :  1553  
Hg38_Chr19  54291277  54297007 :  1554  
Hg38_Chr19  54300658  54302598 :  1555  
Hg38_Chr19  54345652  54349102 :  1556  
Hg38_Chr19  54353731  54358748 :  1557  
Hg38_Chr19  54512122  54545280 :  1558  
Hg38_Chr19  54602493  54613215 :  1559  
Hg38_Chr19  54667234  54672929 :  1560  
Hg38_Chr19  54764473  54766184 :  1561  
Hg38_Chr19  54789969  54796858 :  1562  
Hg38_Chr19  54796859  54816985 :  1563  
Hg38_Chr19  54859612  54861448 :  1564  
Hg38_Chr19  54914253  54936903 :  1565  
Hg38_Chr19  54937901  54943280 :  1566  
Hg38_Chr19  54974348  54991673 :  1567  1568  
Hg38_Chr19  54992041  54998591 :  1569  
Hg38_Chr19  54999168  55008086 :  1570  
Hg38_Chr19  55012780  55016881 :  1571  
Hg38_Chr19  55078639  55089943 :  1572  
Hg38_Chr19  55094056  55117204 :  1573  1574  
Hg38_Chr19  55117445  55125385 :  1575  
Hg38_Chr19  55138477  55145881 :  1576  
Hg38_Chr19  55147867  55153602 :  1577  
Hg38_Chr19  55174075  55190306 :  1578  
Hg38_Chr19  55200661  55202154 :  1579  
Hg38_Chr19  55225224  55239763 :  1580  
Hg38_Chr19  55239909  55283927 :  1581  1582  
Hg38_Chr19  55284252  55286320 :  1583  
Hg38_Chr19  55288267  55295970 :  1584  
Hg38_Chr19  55308804  55312333 :  1585  
Hg38_Chr19  55331883  55354719 :  1586  
Hg38_Chr19  55355196  55360185 :  1587  
Hg38_Chr19  55384149  55395757 :  1588  
Hg38_Chr19  55404927  55406896 :  1691  
Hg38_Chr19  55407450  55418986 :  1589  
Hg38_Chr19  55437875  55442444 :  1590  
Hg38_Chr19  55456805  55468784 :  1591  
Hg38_Chr19  55488396  55515319 :  1592  
Hg38_Chr19  55543340  55546857 :  1593  
Hg38_Chr19  55565251  55578125 :  1594  
Hg38_Chr19  55578385  55592756 :  1595  
Hg38_Chr19  55593167  55630632 :  1596  
Hg38_Chr19  55634741  55664778 :  1597  
Hg38_Chr19  55715602  55739002 :  1598  
Hg38_Chr19  55739720  55756925 :  1599  
Hg38_Chr19  55760979  55763020 :  1600  
Hg38_Chr19  55770981  55773024 :  1600  
Hg38_Chr19  55774859  55784733 :  1601  1602  
Hg38_Chr19  55786280  55821200 :  1603  1604  1605  1606  
Hg38_Chr19  55831754  55833818 :  1692  
Hg38_Chr19  55862570  55865643 :  1607  
Hg38_Chr19  55866962  55898656 :  1608  
Hg38_Chr19  55900489  55924207 :  1609  
Hg38_Chr19  55924376  55953967 :  1610  
Hg38_Chr19  56030266  56054376 :  1611  
Hg38_Chr19  56054983  56088564 :  1612  
Hg38_Chr19  56121294  56141277 :  1613  1614  
Hg38_Chr19  56242813  56244196 :  1615  
Hg38_Chr19  56246491  56306639 :  1616  
Hg38_Chr19  56306891  56339282 :  1617  1618  
Hg38_Chr19  56339813  56406543 :  1619  
Hg38_Chr19  56408212  56444528 :  1620  1621  
Hg38_Chr19  56445935  56496044 :  1622  
Hg38_Chr19  56499958  56513661 :  1623  
Hg38_Chr19  56514060  56632541 :  1624  1625  1626  
Hg38_Chr19  56670093  56671486 :  1627  
Hg38_Chr19  56680835  56688090 :  1628  
Hg38_Chr19  56688515  56691907 :  1629  
Hg38_Chr19  56705013  56713625 :  1630  
Hg38_Chr19  56714094  56734141 :  1631  
Hg38_Chr19  56745737  56768398 :  1632  
Hg38_Chr19  56771728  56879191 :  1633  
Hg38_Chr19  56883400  56929164 :  1634  
Hg38_Chr19  56934108  56961509 :  1635  1636  
Hg38_Chr19  56980543  57014647 :  1637  
Hg38_Chr19  57015623  57017551 :  1638  
Hg38_Chr19  57020236  57059731 :  1639  
Hg38_Chr19  57088025  57095707 :  1640  
Hg38_Chr19  57097625  57106316 :  1641  
Hg38_Chr19  57149563  57165357 :  1642  
Hg38_Chr19  57165714  57297524 :  1643  
Hg38_Chr19  57309798  57317994 :  1644  
Hg38_Chr19  57362280  57370191 :  1645  
Hg38_Chr19  57370960  57375348 :  1693  
Hg38_Chr19  57393377  57482376 :  1646  1647  1648  
Hg38_Chr19  57522590  57630777 :  1649  1650  1651  
Hg38_Chr19  57631021  57644269 :  1652  
Hg38_Chr19  57644644  57649289 :  1653  
Hg38_Chr19  57668127  57730927 :  1654  
Hg38_Chr19  57731604  57752618 :  1655  
Hg38_Chr19  57771263  57798076 :  1656  
Hg38_Chr19  57808565  57810319 :  1657  
Hg38_Chr19  57813638  57827315 :  1658  
Hg38_Chr19  57839797  57858603 :  1659  1660  1661  
Hg38_Chr19  57860313  57873832 :  1662  
Hg38_Chr19  57875340  57878021 :  1663  
Hg38_Chr19  57883844  57904807 :  1664  
Hg38_Chr19  57907017  57916395 :  1665  
Hg38_Chr19  57920873  57950754 :  1666  
Hg38_Chr19  57952737  57962683 :  1667  
Hg38_Chr19  57963144  58011604 :  1668  
Hg38_Chr19  58034702  58041969 :  1669  
Hg38_Chr19  58042338  58046596 :  1670  
Hg38_Chr19  58049361  58100898 :  1671  
Hg38_Chr19  58121154  58130255 :  1672  
Hg38_Chr19  58148496  58219802 :  1673  1674  
Hg38_Chr19  58221255  58227438 :  1675  
Hg38_Chr19  58240762  58267637 :  1676  
Hg38_Chr19  58284562  58290097 :  1677  
Hg38_Chr19  58290117  58343854 :  1678  1679  
Hg38_Chr19  58350634  58360776 :  1680  
Hg38_Chr19  58424218  58459418 :  1681  
Hg38_Chr19  58472036  58486280 :  1682  
Hg38_Chr19  58490955  58502933 :  1683  1684  
Hg38_Chr19  58544961  58558393 :  1685  
Hg38_Chr19  58558628  58586710 :  1686  
Hg38_Chr19  58589916  58593451 :  1687  
Gor4_Chr19  3048  17243 :  1  
Gor4_Chr19  21704  29044 :  2  
Gor4_Chr19  56196  64739 :  3  
Gor4_Chr19  85695  91979 :  4  
Gor4_Chr19  110219  116776 :  5  
Gor4_Chr19  185820  189342 :  6  
Gor4_Chr19  189928  191619 :  7  
Gor4_Chr19  267768  268980 :  8  
Gor4_Chr19  291982  297467 :  -1677  
Gor4_Chr19  407952  413063 :  9  
Gor4_Chr19  486521  487982 :  10  
Gor4_Chr19  494631  499847 :  11  
Gor4_Chr19  581550  596053 :  12  
Gor4_Chr19  605724  612167 :  13  
Gor4_Chr19  640579  642599 :  14  
Gor4_Chr19  792946  795236 :  15  
Gor4_Chr19  881090  882739 :  16  
Gor4_Chr19  888058  892480 :  17  
Gor4_Chr19  967611  973601 :  18  
Gor4_Chr19  1018992  1022918 :  -1650  
Gor4_Chr19  1034248  1042876 :  19  
Gor4_Chr19  1043760  1046329 :  20  
Gor4_Chr19  1046972  1049709 :  21  
Gor4_Chr19  1049940  1063400 :  22  
Gor4_Chr19  1063711  1078863 :  23  
Gor4_Chr19  1080133  1083238 :  24  
Gor4_Chr19  1198613  1202994 :  -1693  
Gor4_Chr19  1207777  1243131 :  25  26  
Gor4_Chr19  1264131  1268831 :  27  
Gor4_Chr19  1269509  1279627 :  28  
Gor4_Chr19  1283326  1294379 :  29  
Gor4_Chr19  1367325  1379676 :  30  
Gor4_Chr19  1384550  1392672 :  31  
Gor4_Chr19  1402913  1423273 :  32  
Gor4_Chr19  1423527  1430047 :  33  
Gor4_Chr19  1453556  1463067 :  34  
Gor4_Chr19  1521628  1528909 :  35  
Gor4_Chr19  1529248  1550992 :  36  37  
Gor4_Chr19  1552727  1557004 :  38  
Gor4_Chr19  1566105  1576812 :  39  
Gor4_Chr19  1577528  1602851 :  40  
Gor4_Chr19  1603153  1638472 :  41  
Gor4_Chr19  1639075  1659625 :  42  43  
Gor4_Chr19  1698713  1710483 :  44  
Gor4_Chr19  1722040  1728103 :  45  
Gor4_Chr19  1737147  1746528 :  46  
Gor4_Chr19  1746940  1780058 :  47  
Gor4_Chr19  1808796  1817356 :  48  
Gor4_Chr19  1817600  1820782 :  49  
Gor4_Chr19  1861968  1873317 :  50  
Gor4_Chr19  1880157  1895531 :  51  
Gor4_Chr19  1902437  1908901 :  52  
Gor4_Chr19  1911190  1914979 :  53  
Gor4_Chr19  1936958  1938826 :  54  
Gor4_Chr19  1975922  2001648 :  55  56  57  56  58  
Gor4_Chr19  2002618  2018115 :  59  
Gor4_Chr19  2047932  2065019 :  60  61  61  
Gor4_Chr19  2069076  2078452 :  -1625  
Gor4_Chr19  2175836  2186294 :  62  
Gor4_Chr19  2280365  2284321 :  63  
Gor4_Chr19  2300025  2309697 :  64  
Gor4_Chr19  2346838  2348985 :  65  
Gor4_Chr19  2399161  2402143 :  66  
Gor4_Chr19  2416227  2429798 :  67  
Gor4_Chr19  2529121  2530219 :  68  
Gor4_Chr19  2567680  2573812 :  69  
Gor4_Chr19  2582080  2588365 :  70  
Gor4_Chr19  2613012  2631082 :  71  
Gor4_Chr19  2633450  2640949 :  72  
Gor4_Chr19  2662495  2671549 :  73  
Gor4_Chr19  2764174  2766250 :  -1692  
Gor4_Chr19  2795713  2797288 :  -1605  
Gor4_Chr19  2803348  2804740 :  74  
Gor4_Chr19  2806154  2807670 :  75  
Gor4_Chr19  2817013  2822459 :  76  
Gor4_Chr19  2830854  2840675 :  77  
Gor4_Chr19  2985053  2987972 :  78  
Gor4_Chr19  2988507  2991074 :  79  
Gor4_Chr19  3001281  3017261 :  80  
Gor4_Chr19  3029965  3035290 :  81  
Gor4_Chr19  3074442  3083587 :  82  
Gor4_Chr19  3093805  3107861 :  83  84  
Gor4_Chr19  3109268  3118621 :  85  
Gor4_Chr19  3119683  3125316 :  86  
Gor4_Chr19  3164893  3166865 :  -1691  
Gor4_Chr19  3219548  3221664 :  87  
Gor4_Chr19  3237821  3244184 :  88  
Gor4_Chr19  3251805  3290300 :  89  
Gor4_Chr19  3303265  3308370 :  90  
Gor4_Chr19  3308796  3314145 :  91  
Gor4_Chr19  3316445  3339234 :  92  
Gor4_Chr19  3348007  3349536 :  93  
Gor4_Chr19  3350405  3359660 :  94  
Gor4_Chr19  3362666  3406331 :  95  
Gor4_Chr19  3406683  3440282 :  96  97  
Gor4_Chr19  3451767  3460039 :  98  
Gor4_Chr19  3481416  3496855 :  99  
Gor4_Chr19  3553003  3579970 :  100  
Gor4_Chr19  3608018  3628304 :  101  
Gor4_Chr19  3649094  3672114 :  102  
Gor4_Chr19  3672946  3686962 :  103  
Gor4_Chr19  3763366  3787125 :  104  105  
Gor4_Chr19  3788207  3790877 :  106  
Gor4_Chr19  3791537  3801152 :  107  
Gor4_Chr19  3804042  3808620 :  108  
Gor4_Chr19  3809278  3812786 :  109  110  
Gor4_Chr19  3813450  3819220 :  110  111  
Gor4_Chr19  3821188  3831733 :  112  
Gor4_Chr19  3832787  3840844 :  113  
Gor4_Chr19  3891622  3894507 :  114  
Gor4_Chr19  3931778  3935118 :  115  
Gor4_Chr19  3935345  3966130 :  116  
Gor4_Chr19  3997312  4008274 :  117  
Gor4_Chr19  4052190  4058401 :  118  
Gor4_Chr19  4059576  4074979 :  119  
Gor4_Chr19  4075515  4092439 :  120  
Gor4_Chr19  4153445  4172072 :  121  
Gor4_Chr19  4172925  4175996 :  122  
Gor4_Chr19  4280143  4283617 :  123  
Gor4_Chr19  4286243  4301018 :  124  
Gor4_Chr19  4303953  4308256 :  125  
Gor4_Chr19  4332953  4343655 :  126  
Gor4_Chr19  4344767  4361394 :  127  
Gor4_Chr19  4375855  4382817 :  128  
Gor4_Chr19  4412512  4437457 :  129  
Gor4_Chr19  4437809  4465610 :  130  
Gor4_Chr19  4542723  4564723 :  131  
Gor4_Chr19  4645097  4658132 :  132  
Gor4_Chr19  4659806  4679136 :  133  
Gor4_Chr19  4680899  4728070 :  134  
Gor4_Chr19  4729920  4825291 :  135  136  137  
Gor4_Chr19  4825693  4831368 :  138  
Gor4_Chr19  4831587  4915146 :  139  
Gor4_Chr19  4964219  4992508 :  140  
Gor4_Chr19  4992983  5075443 :  141  142  143  144  145  146  
Gor4_Chr19  5077537  5083121 :  145  143  
Gor4_Chr19  5105941  5119697 :  147  
Gor4_Chr19  5173320  5175931 :  148  
Gor4_Chr19  5176003  5215085 :  149  150  151  
Gor4_Chr19  5215899  5232606 :  152  
Gor4_Chr19  5289363  5294915 :  153  
Gor4_Chr19  5299282  5300507 :  154  
Gor4_Chr19  5333574  5335731 :  155  
Gor4_Chr19  5336239  5347524 :  156  157  
Gor4_Chr19  5347536  5360578 :  157  158  159  160  
Gor4_Chr19  5361909  5363039 :  159  
Gor4_Chr19  5364532  5369470 :  161  
Gor4_Chr19  5369755  5377414 :  162  
Gor4_Chr19  5377632  5440629 :  163  
Gor4_Chr19  5469466  5476323 :  164  
Gor4_Chr19  5477556  5487481 :  165  
Gor4_Chr19  5536765  5539062 :  166  
Gor4_Chr19  5539798  5555092 :  167  
Gor4_Chr19  5573319  5605717 :  168  
Gor4_Chr19  5619761  5621007 :  169  
Gor4_Chr19  5640353  5651401 :  170  
Gor4_Chr19  5655959  5680499 :  171  
Gor4_Chr19  5682670  5765995 :  172  
Gor4_Chr19  5783257  5807481 :  173  
Gor4_Chr19  5809224  5851522 :  174  
Gor4_Chr19  5899780  5910579 :  -1485  
Gor4_Chr19  5946985  5971425 :  175  
Gor4_Chr19  5972235  5977405 :  176  
Gor4_Chr19  5985343  6056018 :  177  
Gor4_Chr19  6066250  6104422 :  178  179  
Gor4_Chr19  6213936  6218302 :  180  
Gor4_Chr19  6247028  6265749 :  181  
Gor4_Chr19  6281997  6285323 :  182  
Gor4_Chr19  6286747  6290403 :  183  
Gor4_Chr19  6312795  6317341 :  184  
Gor4_Chr19  6322403  6338221 :  185  186  
Gor4_Chr19  6338548  6342772 :  187  
Gor4_Chr19  6365176  6379043 :  188  
Gor4_Chr19  6379501  6382193 :  189  
Gor4_Chr19  6406091  6425507 :  190  
Gor4_Chr19  6459378  6471965 :  191  
Gor4_Chr19  6473029  6475477 :  192  
Gor4_Chr19  6475747  6573249 :  193  
Gor4_Chr19  6657953  6682767 :  194  195  196  197  
Gor4_Chr19  6685844  6731638 :  198  
Gor4_Chr19  6738176  6790619 :  199  
Gor4_Chr19  6796187  6809641 :  200  
Gor4_Chr19  6814624  6827074 :  201  
Gor4_Chr19  6840044  6881766 :  202  
Gor4_Chr19  6903898  6912015 :  -1447  
Gor4_Chr19  6935052  6941815 :  203  
Gor4_Chr19  6943643  6953234 :  204  
Gor4_Chr19  7026094  7054215 :  205  
Gor4_Chr19  7056949  7075798 :  206  
Gor4_Chr19  7076553  7085521 :  207  
Gor4_Chr19  7163433  7237799 :  208  
Gor4_Chr19  7238564  7245889 :  209  
Gor4_Chr19  7325188  7401183 :  210  
Gor4_Chr19  7402244  7404568 :  211  
Gor4_Chr19  7405507  7407838 :  212  
Gor4_Chr19  7433882  7526003 :  213  214  215  
Gor4_Chr19  7642757  7655591 :  216  
Gor4_Chr19  7668146  7693474 :  217  
Gor4_Chr19  7693768  7701088 :  218  
Gor4_Chr19  7722485  7729787 :  -1423  
Gor4_Chr19  7756148  7775927 :  219  
Gor4_Chr19  7853655  7857574 :  220  
Gor4_Chr19  7919626  7936455 :  221  
Gor4_Chr19  7982217  7984006 :  -1689  
Gor4_Chr19  7994262  7997867 :  -1690  
Gor4_Chr19  8071005  8088062 :  222  
Gor4_Chr19  8125507  8152593 :  223  224  
Gor4_Chr19  8153808  8163622 :  225  
Gor4_Chr19  8164490  8173053 :  226  
Gor4_Chr19  8185299  8199311 :  227  
Gor4_Chr19  8269905  8327041 :  228  
Gor4_Chr19  8388571  8393651 :  229  
Gor4_Chr19  8410528  8438822 :  230  
Gor4_Chr19  8455028  8463483 :  231  
Gor4_Chr19  8464926  8472239 :  232  
Gor4_Chr19  8475399  8491325 :  233  
Gor4_Chr19  8492270  8502788 :  234  
Gor4_Chr19  8530414  8533396 :  235  
Gor4_Chr19  8619534  8645499 :  236  
Gor4_Chr19  8645845  8672535 :  237  
Gor4_Chr19  8672596  8706774 :  238  
Gor4_Chr19  8713290  8715901 :  239  
Gor4_Chr19  8720687  8726711 :  -1688  240  
Gor4_Chr19  8736388  8745026 :  241  
Gor4_Chr19  8817861  8827287 :  242  
Gor4_Chr19  9000017  9046142 :  243  244  245  246  
Gor4_Chr19  9053432  9076102 :  246  247  
Gor4_Chr19  9081266  9107529 :  248  249  
Gor4_Chr19  9111313  9125270 :  250  
Gor4_Chr19  9134326  9170062 :  251  
Gor4_Chr19  9177091  9184194 :  252  
Gor4_Chr19  9184197  9214370 :  253  
Gor4_Chr19  9219221  9256480 :  254  
Gor4_Chr19  9257408  9296559 :  255  
Gor4_Chr19  9300613  9303071 :  256  
Gor4_Chr19  9309088  9317669 :  257  
Gor4_Chr19  9399749  9457493 :  258  259  
Gor4_Chr19  9458624  9460504 :  261  
Gor4_Chr19  9461979  9476551 :  260  
Gor4_Chr19  9484824  9516259 :  262  
Gor4_Chr19  9516822  9523743 :  263  
Gor4_Chr19  9532780  9537228 :  264  
Gor4_Chr19  9538442  9556033 :  265  
Gor4_Chr19  9580540  9682970 :  266  267  268  269  270  
Gor4_Chr19  9684035  9691714 :  271  
Gor4_Chr19  9715013  9719327 :  272  
Gor4_Chr19  9719874  9723038 :  273  
Gor4_Chr19  9792665  9843089 :  274  
Gor4_Chr19  9844481  9859135 :  275  
Gor4_Chr19  9874030  9902885 :  276  
Gor4_Chr19  9903245  9954562 :  277  278  279  280  
Gor4_Chr19  9976636  9990576 :  281  
Gor4_Chr19  9998587  9999836 :  282  
Gor4_Chr19  10001291  10010995 :  283  
Gor4_Chr19  10039859  10047417 :  284  
Gor4_Chr19  10073911  10086356 :  285  
Gor4_Chr19  10140070  10174706 :  286  
Gor4_Chr19  10174997  10227876 :  287  
Gor4_Chr19  10303772  10329400 :  288  
Gor4_Chr19  10417976  10419768 :  289  
Gor4_Chr19  10420188  10464037 :  290  
Gor4_Chr19  10497625  10517681 :  291  
Gor4_Chr19  10519079  10524002 :  292  
Gor4_Chr19  10524102  10622630 :  293  
Gor4_Chr19  10642377  10657272 :  294  
Gor4_Chr19  10658353  10699826 :  295  
Gor4_Chr19  10727535  10730614 :  296  
Gor4_Chr19  10743357  10842352 :  297  298  
Gor4_Chr19  10846705  10849011 :  299  
Gor4_Chr19  10850277  10851394 :  300  
Gor4_Chr19  10878848  10886758 :  301  
Gor4_Chr19  10917727  11030238 :  302  
Gor4_Chr19  11030501  11038122 :  303  
Gor4_Chr19  11061784  11075932 :  304  305  
Gor4_Chr19  11121268  11125520 :  306  
Gor4_Chr19  11127067  11129580 :  307  
Gor4_Chr19  11130714  11156769 :  308  
Gor4_Chr19  11187038  11192130 :  309  
Gor4_Chr19  11200647  11244195 :  310  
Gor4_Chr19  11244205  11278740 :  311  
Gor4_Chr19  11279365  11285665 :  312  
Gor4_Chr19  11318827  11355330 :  313  
Gor4_Chr19  11382153  11411077 :  314  
Gor4_Chr19  11420856  11508861 :  315  316  317  
Gor4_Chr19  11508875  11514202 :  317  318  
Gor4_Chr19  11522797  11526337 :  319  
Gor4_Chr19  11528699  11559789 :  320  
Gor4_Chr19  11559847  11560928 :  321  
Gor4_Chr19  11578544  11604953 :  322  
Gor4_Chr19  11620128  11628915 :  323  
Gor4_Chr19  11630728  11632218 :  324  
Gor4_Chr19  11634407  11650398 :  325  
Gor4_Chr19  11653583  11655491 :  326  
Gor4_Chr19  11705296  11725791 :  327  328  
Gor4_Chr19  11734623  11752407 :  329  
Gor4_Chr19  11769298  11788688 :  330  331  332  
Gor4_Chr19  11838738  11843044 :  333  
Gor4_Chr19  11873872  11877404 :  334  
Gor4_Chr19  11878460  11892258 :  335  
Gor4_Chr19  11893570  11895042 :  331  
Gor4_Chr19  11933984  11975090 :  336  
Gor4_Chr19  11975365  12000531 :  337  
Gor4_Chr19  12033071  12041910 :  338  
Gor4_Chr19  12043050  12056598 :  339  
Gor4_Chr19  12059013  12082175 :  340  
Gor4_Chr19  12085398  12108145 :  341  
Gor4_Chr19  12110279  12129835 :  342  
Gor4_Chr19  12142823  12147666 :  343  344  345  
Gor4_Chr19  12147676  12150013 :  344  
Gor4_Chr19  12157236  12160593 :  347  
Gor4_Chr19  12163488  12186325 :  348  
Gor4_Chr19  12191649  12195848 :  346  
Gor4_Chr19  12199689  12202043 :  349  
Gor4_Chr19  12210599  12230990 :  350  
Gor4_Chr19  12233923  12237482 :  351  
Gor4_Chr19  12319583  12328442 :  352  
Gor4_Chr19  12343872  12366960 :  353  
Gor4_Chr19  12367557  12382573 :  354  
Gor4_Chr19  12452319  12454608 :  -1276  
Gor4_Chr19  12487333  12514914 :  355  
Gor4_Chr19  12515348  12530291 :  356  
Gor4_Chr19  12551228  12588764 :  357  
Gor4_Chr19  12589793  12603301 :  358  
Gor4_Chr19  12603510  12608040 :  359  
Gor4_Chr19  12608404  12623688 :  360  
Gor4_Chr19  12623864  12639254 :  361  
Gor4_Chr19  12640280  12673349 :  362  
Gor4_Chr19  12691017  12730326 :  363  
Gor4_Chr19  12768935  12867305 :  364  365  
Gor4_Chr19  12867651  12871064 :  366  
Gor4_Chr19  12871475  12886331 :  367  
Gor4_Chr19  12886431  12889371 :  368  
Gor4_Chr19  12890224  12918844 :  369  
Gor4_Chr19  12971035  12975257 :  370  
Gor4_Chr19  12977047  12981044 :  371  
Gor4_Chr19  12990471  13036976 :  372  
Gor4_Chr19  13037430  13079672 :  373  
Gor4_Chr19  13080274  13127586 :  374  
Gor4_Chr19  13128765  13199196 :  375  
Gor4_Chr19  13200061  13270686 :  376  
